,order_id,tracking_number,date_creation,date_shipping,shipper,history,Shipping_Status,Expected_Arrival,Arrival_Status
30,34542946,5052492896,2023-11-08,2023-11-09,DHL,"[('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  brussels-belgium'), ('2023-11-10', 'Processed at brussels-belgium'), ('2023-11-10', 'Shipment has departed from a dhl facility brussels-belgium'), ('2023-11-10', 'Arrived at dhl sort facility  bordeaux-france'), ('2023-11-10', 'Processed at bordeaux-france'), ('2023-11-10', 'Shipment has departed from a dhl facility bordeaux-france'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Awaiting collection by the consignee'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
31,34542995,4196540390,2023-11-08,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-10', 'Processed at dublin-ireland, republic of'), ('2023-11-10', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-11-11', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-11-11', 'Processed at leipzig-germany'), ('2023-11-11', 'Scheduled to depart on the next planned movement'), ('2023-11-11', 'Shipment is on hold'), ('2023-11-13', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-11-13', 'Shipment is in transit to destination'), ('2023-11-13', 'Shipment has departed from a dhl facility toulouse-france'), ('2023-11-13', 'Arrived at dhl sort facility  toulouse-france'), ('2023-11-13', 'Processed at toulouse-france'), ('2023-11-13', 'Shipment is out with courier for delivery'), ('2023-11-13', 'Awaiting collection by the consignee'), ('2023-11-13', 'Delivered')]",Shipped On Time,2023-11-13,On Time
32,34543260,5052532774,2023-11-08,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-09', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  paris-france'), ('2023-11-10', 'Processed at paris-france'), ('2023-11-10', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-10', 'Arrived at dhl delivery facility  orleans-france'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
33,34544654,4905299361,2023-11-08,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-09', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  paris-france'), ('2023-11-10', 'Processed at paris-france'), ('2023-11-10', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-10', 'Arrived at dhl delivery facility  orly-france'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
34,34544874,5052476170,2023-11-08,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-10', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Shipment is in transit to destination'), ('2023-11-10', 'Shipment has departed from a dhl facility vitoria-spain'), ('2023-11-10', 'Arrived at dhl sort facility  valencia-spain'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
35,34547481,5052478900,2023-11-09,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-09', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  paris-france'), ('2023-11-10', 'Processed at paris-france'), ('2023-11-10', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-10', 'Arrived at dhl delivery facility  orleans-france'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivery attempted but no response at consignee address'), ('2023-11-10', 'Awaiting collection by the consignee'), ('2023-11-11', 'Awaiting collection by the consignee'), ('2023-11-13', 'Awaiting collection by the consignee'), ('2023-11-13', 'Delivered')]",Shipped On Time,2023-11-13,On Time
36,34553730,1Z0438R96895913832,2023-11-09,2023-11-09,UPS,"[('2023-11-09', 'Shipper created a label, ups has not received the package yet. '), ('2023-11-09', 'Collection scan '), ('2023-11-09', 'Origin scan'), ('2023-11-09', 'Departed from facility'), ('2023-11-09', 'Arrived at facility'), ('2023-11-10', 'Departed from facility'), ('2023-11-10', 'Arrived at facility'), ('2023-11-10', 'Out for delivery'), ('2023-11-10', 'Delivered ')]",Shipped On Time,2023-11-13,On Time
37,34554661,4196630200,2023-11-09,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-10', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  vitoria-spain'), ('2023-11-10', 'Processed at vitoria-spain'), ('2023-11-10', 'Shipment has departed from a dhl facility vitoria-spain'), ('2023-11-10', 'Arrived at dhl delivery facility  vitoria-spain'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
38,34555877,9523281670,2023-11-09,2023-11-09,DHL,"[('2023-11-09', 'Shipment picked up'), ('2023-11-09', 'Processed at belfast-united kingdom'), ('2023-11-09', 'Shipment is in transit to destination'), ('2023-11-09', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-09', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-09', 'Processed at east midlands-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-10', 'Arrived at dhl sort facility  paris-france'), ('2023-11-10', 'Processed at paris-france'), ('2023-11-10', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-10', 'Arrived at dhl delivery facility  orly-france'), ('2023-11-10', 'Shipment is out with courier for delivery'), ('2023-11-10', 'Delivered')]",Shipped On Time,2023-11-13,On Time
39,34559958,5060411193,2023-11-09,2023-11-09,DHL,"[('2023-11-10', 'Shipment picked up'), ('2023-11-10', 'Processed at belfast-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-10', 'Shipment is in transit to destination'), ('2023-11-10', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-10', 'Processed at east midlands-united kingdom'), ('2023-11-13', 'Processed at paris-france'), ('2023-11-13', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-13', 'Arrived at dhl delivery facility  orly-france'), ('2023-11-13', 'Shipment is out with courier for delivery'), ('2023-11-13', 'Delivered')]",Shipped On Time,2023-11-14,On Time
40,34572124,1999932281,2023-11-09,2023-11-10,DHL,"[('2023-11-10', 'Shipment picked up'), ('2023-11-10', 'Processed at belfast-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-10', 'Processed at dublin-ireland, republic of'), ('2023-11-10', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-11-11', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-11-11', 'Processed at leipzig-germany'), ('2023-11-11', 'Scheduled to depart on the next planned movement'), ('2023-11-11', 'Shipment is on hold'), ('2023-11-13', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-11-13', 'Shipment is in transit to destination'), ('2023-11-13', 'Arrived at dhl sort facility  toulouse-france'), ('2023-11-13', 'Processed at toulouse-france'), ('2023-11-13', 'Shipment has departed from a dhl facility toulouse-france'), ('2023-11-13', 'Arrived at dhl delivery facility  toulouse-france'), ('2023-11-13', 'Scheduled to depart on the next planned movement'), ('2023-11-14', 'Shipment is out with courier for delivery'), ('2023-11-14', 'Delivered')]",Shipped On Time,2023-11-14,On Time
41,34586905,8457232195,2023-11-10,2023-11-10,DHL,"[('2023-11-10', 'Shipment picked up'), ('2023-11-10', 'Processed at belfast-united kingdom'), ('2023-11-10', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-10', 'Processed at dublin-ireland, republic of'), ('2023-11-10', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-11-11', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-11-11', 'Processed at leipzig-germany'), ('2023-11-11', 'Shipment is on hold'), ('2023-11-12', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-11-13', 'Arrived at dhl sort facility  lyon-france'), ('2023-11-13', 'Processed at lyon-france'), ('2023-11-13', 'Shipment has departed from a dhl facility lyon-france'), ('2023-11-13', 'Arrived at dhl delivery facility  lyon-france'), ('2023-11-13', 'Shipment is out with courier for delivery'), ('2023-11-13', 'Delivered')]",Shipped On Time,2023-11-14,On Time
42,34606943,,2023-11-10,,,,Cancelled,,
43,34607079,6207452495,2023-11-10,2023-11-13,DHL,"[('2023-11-13', 'Shipment picked up'), ('2023-11-13', 'Processed at belfast-united kingdom'), ('2023-11-13', 'Shipment is in transit to destination'), ('2023-11-13', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-13', 'Shipment is in transit to destination'), ('2023-11-13', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-14', 'Arrived at dhl sort facility  brussels-belgium'), ('2023-11-14', 'Processed at brussels-belgium'), ('2023-11-14', 'Shipment has departed from a dhl facility brussels-belgium'), ('2023-11-14', 'Arrived at dhl delivery facility  lille-france'), ('2023-11-14', 'Arrived at dhl sort facility  lille-france'), ('2023-11-14', 'Shipment is out with courier for delivery'), ('2023-11-14', 'Delivered')]",Shipped On Time,2023-11-15,On Time
44,34607530,9503759300,2023-11-10,2023-11-13,DHL,"[('2023-11-13', 'Shipment picked up'), ('2023-11-13', 'Processed at belfast-united kingdom'), ('2023-11-13', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-13', 'Shipment is in transit to destination'), ('2023-11-13', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-11-13', 'Processed at east midlands-united kingdom'), ('2023-11-14', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-11-14', 'Arrived at dhl sort facility  paris-france'), ('2023-11-14', 'Processed at paris-france'), ('2023-11-14', 'Shipment has departed from a dhl facility paris-france'), ('2023-11-14', 'Arrived at dhl delivery facility  le havre-france'), ('2023-11-14', 'Shipment is out with courier for delivery'), ('2023-11-14', 'Awaiting collection by the consignee'), ('2023-11-14', 'Delivered')]",Shipped On Time,2023-11-15,On Time
45,34608552,9503761912,2023-11-10,2023-11-13,DHL,"[('2023-11-13', 'Shipment picked up'), ('2023-11-13', 'Processed at belfast-united kingdom'), ('2023-11-13', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-13', 'Processed at dublin-ireland, republic of'), ('2023-11-13', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-11-14', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-11-14', 'Processed at leipzig-germany'), ('2023-11-14', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-11-14', 'Arrived at dhl sort facility  lyon-france'), ('2023-11-14', 'Processed at lyon-france'), ('2023-11-14', 'Shipment has departed from a dhl facility lyon-france'), ('2023-11-14', 'Arrived at dhl delivery facility  lyon-france'), ('2023-11-14', 'Shipment is out with courier for delivery'), ('2023-11-14', 'Delivery attempted but no response at consignee address'), ('2023-11-15', 'Shipment is out with courier for delivery'), ('2023-11-15', 'Delivery attempted but no response at consignee address')]",Shipped On Time,2023-11-15,On Time
46,34676104,1Z0438R96894459193,2023-11-13,2023-11-13,UPS,"[('2023-11-13', 'Shipper created a label, ups has not received the package yet. '), ('2023-11-13', 'Collection scan '), ('2023-11-13', 'Origin scan'), ('2023-11-13', 'Departed from facility'), ('2023-11-13', 'Arrived at facility'), ('2023-11-14', 'Departed from facility'), ('2023-11-14', 'Arrived at facility'), ('2023-11-14', 'Out for delivery'), ('2023-11-14', 'Delivered ')]",Shipped On Time,2023-11-15,On Time
47,34682333,9841408496,2023-11-13,2023-11-13,DHL,"[('2023-11-13', 'Shipment picked up'), ('2023-11-13', 'Processed at belfast-united kingdom'), ('2023-11-13', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-13', 'Processed at dublin-ireland, republic of'), ('2023-11-13', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-11-14', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-11-14', 'Processed at leipzig-germany'), ('2023-11-14', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-11-14', 'Arrived at dhl sort facility  lyon-france'), ('2023-11-14', 'Processed at lyon-france'), ('2023-11-14', 'Shipment has departed from a dhl facility lyon-france'), ('2023-11-14', 'Arrived at dhl delivery facility  lyon-france'), ('2023-11-14', 'Shipment is out with courier for delivery'), ('2023-11-14', 'Awaiting collection by the consignee'), ('2023-11-14', 'Delivered')]",Shipped On Time,2023-11-15,On Time
48,34690432,1004027964,2023-11-13,2023-11-14,DHL,"[('2023-11-14', 'Shipment picked up'), ('2023-11-14', 'Processed at belfast-united kingdom'), ('2023-11-14', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-11-14', 'Scheduled to depart on the next planned movement')]",Shipped On Time,2023-11-16,Not Arrived
49,34693145,1Z0438R96892708613,2023-11-13,2023-11-14,UPS,"[('2023-11-14', 'Shipper created a label, ups has not received the package yet. '), ('2023-11-15', 'Voided information received ')]",Shipped On Time,2023-11-16,Not Arrived
50,33966173,,2023-10-22,,,,Cancelled,,
51,33968764,2988996172,2023-10-22,2023-10-23,DHL,"[('2023-10-23', 'Shipment picked up'), ('2023-10-23', 'Processed at belfast-united kingdom'), ('2023-10-23', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-23', 'Shipment is in transit to destination'), ('2023-10-24', 'Processed at east midlands-united kingdom'), ('2023-10-24', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-24', 'Arrived at dhl sort facility  vitoria-spain'), ('2023-10-24', 'Processed at vitoria-spain'), ('2023-10-24', 'Shipment has departed from a dhl facility vitoria-spain'), ('2023-10-24', 'Arrived at dhl delivery facility  vitoria-spain'), ('2023-10-24', 'Shipment is out with courier for delivery'), ('2023-10-24', 'Delivered')]",Shipped On Time,2023-10-25,On Time
52,33985640,1Z0438R96896666661,2023-10-23,2023-10-23,UPS,"[('2023-10-23', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-23', 'Collection scan '), ('2023-10-23', 'Origin scan'), ('2023-10-24', 'Departed from facility'), ('2023-10-24', 'Processing at ups facility'), ('2023-10-24', 'Out for delivery today'), ('2023-10-24', 'Delivered ')]",Shipped On Time,2023-10-25,On Time
53,33993217,4841792093,2023-10-23,2023-10-24,DHL,"[('2023-10-24', 'Shipment picked up'), ('2023-10-24', 'Processed at belfast-united kingdom'), ('2023-10-24', 'Shipment is in transit to destination'), ('2023-10-24', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-24', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-10-25', 'Processed at east midlands-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-25', 'Arrived at dhl sort facility  madrid-spain'), ('2023-10-25', 'Processed at madrid-spain'), ('2023-10-25', 'Shipment is out with courier for delivery'), ('2023-10-25', 'Delivered')]",Shipped On Time,2023-10-26,On Time
54,33995310,1Z0438R96892136991,2023-10-23,2023-10-23,UPS,"[('2023-10-23', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-23', 'Collection scan '), ('2023-10-23', 'Origin scan'), ('2023-10-23', 'Departed from facility'), ('2023-10-23', 'Arrived at facility'), ('2023-10-24', 'Departed from facility'), ('2023-10-24', 'Arrived at facility'), ('2023-10-24', 'Processing at ups facility'), ('2023-10-24', 'Out for delivery today'), ('2023-10-24', 'Delivered ')]",Shipped On Time,2023-10-26,On Time
55,34004911,1Z0438R96896251680,2023-10-23,2023-10-24,UPS,"[('2023-10-24', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-24', 'Collection scan '), ('2023-10-24', 'Origin scan'), ('2023-10-24', 'Departed from facility'), ('2023-10-24', 'Arrived at facility'), ('2023-10-25', 'Departed from facility'), ('2023-10-25', 'Arrived at facility'), ('2023-10-25', 'Processing at ups facility'), ('2023-10-25', 'Out for delivery today'), ('2023-10-25', 'Delivered ')]",Shipped On Time,2023-10-26,On Time
56,34005046,4841788416,2023-10-23,2023-10-24,DHL,"[('2023-10-24', 'Shipment picked up'), ('2023-10-24', 'Processed at belfast-united kingdom'), ('2023-10-24', 'Shipment is in transit to destination'), ('2023-10-24', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-24', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-10-25', 'Processed at east midlands-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-25', 'Arrived at dhl sort facility  madrid-spain'), ('2023-10-25', 'Processed at madrid-spain'), ('2023-10-25', 'Shipment has departed from a dhl facility madrid-spain'), ('2023-10-25', 'Forwarded to a third party agent'), ('2023-10-26', 'Arrived at dhl delivery facility  madrid-spain'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivered')]",Shipped On Time,2023-10-26,On Time
57,34024760,1874654806,2023-10-24,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Processed at dublin-ireland, republic of'), ('2023-10-25', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-10-26', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-10-26', 'Processed at leipzig-germany'), ('2023-10-26', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-10-26', 'Arrived at dhl delivery facility  nuernberg-germany'), ('2023-10-26', 'Processed at nuernberg-germany'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivery attempted but no response at consignee address'), ('2023-10-26', 'Awaiting collection by the consignee'), ('2023-10-28', 'Delivered')]",Shipped On Time,2023-10-27,On Time
58,34027200,1536450300,2023-10-24,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment is in transit to destination'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-10-26', 'Processed at east midlands-united kingdom'), ('2023-10-26', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-26', 'Arrived at dhl sort facility  milan - malpensa-italy'), ('2023-10-26', 'Processed at milan - malpensa-italy'), ('2023-10-26', 'Shipment has departed from a dhl facility milan - malpensa-italy'), ('2023-10-26', 'Arrived at dhl sort facility  naples-italy'), ('2023-10-26', 'Processed at naples-italy'), ('2023-10-26', 'Shipment has departed from a dhl facility naples-italy'), ('2023-10-26', 'Arrived at dhl delivery facility  bari-italy'), ('2023-10-26', 'Shipment is on hold'), ('2023-10-27', 'Shipment is out with courier for delivery'), ('2023-10-27', 'Delivered')]",Shipped On Time,2023-10-27,On Time
59,34030210,1536449482,2023-10-24,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Processed at dublin-ireland, republic of'), ('2023-10-25', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-10-26', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-10-26', 'Processed at leipzig-germany'), ('2023-10-26', 'Shipment is on hold'), ('2023-10-26', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-10-27', 'Arrived at dhl sort facility  linz-austria'), ('2023-10-27', 'Shipment has departed from a dhl facility linz-austria'), ('2023-10-27', 'Processed at linz-austria'), ('2023-10-27', 'Arrived at dhl delivery facility  salzburg-austria'), ('2023-10-27', 'Shipment is on hold'), ('2023-10-30', 'Shipment is out with courier for delivery'), ('2023-10-30', 'Delivered')]",Shipped On Time,2023-10-27,Late
60,34035176,1874657540,2023-10-24,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Shipment is in transit to destination'), ('2023-10-25', 'Arrived at dhl sort facility  east midlands-united kingdom'), ('2023-10-26', 'Processed at east midlands-united kingdom'), ('2023-10-26', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-26', 'Arrived at dhl sort facility  madrid-spain'), ('2023-10-26', 'Processed at madrid-spain'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivery attempted – consignee premises closed'), ('2023-10-27', 'Shipment is out with courier for delivery'), ('2023-10-27', 'Delivery attempted – consignee premises closed'), ('2023-10-27', 'Delivery attempt could not be completed'), ('2023-10-27', 'Shipment is scheduled for delivery'), ('2023-10-30', 'Shipment is out with courier for delivery'), ('2023-10-30', 'Delivered')]",Shipped On Time,2023-10-27,On Time
61,34037974,1Z0438R96897339905,2023-10-24,2023-10-25,UPS,"[('2023-10-25', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-25', 'Collection scan '), ('2023-10-25', 'Origin scan'), ('2023-10-26', 'Departed from facility'), ('2023-10-26', 'Arrived at facility'), ('2023-10-26', 'Out for delivery'), ('2023-10-26', 'Delivered ')]",Shipped On Time,2023-10-27,On Time
62,34038795,1Z0438R96896507716,2023-10-24,2023-10-25,UPS,"[('2023-10-25', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-25', 'Collection scan '), ('2023-10-25', 'Origin scan'), ('2023-10-25', 'Departed from facility'), ('2023-10-25', 'Arrived at facility'), ('2023-10-26', 'Departed from facility'), ('2023-10-26', 'Arrived at facility'), ('2023-10-26', 'Processing at ups facility'), ('2023-10-26', 'Out for delivery today'), ('2023-10-26', 'Delivered ')]",Shipped On Time,2023-10-27,On Time
63,34040069,1Z0438R96891802414,2023-10-25,2023-10-25,UPS,"[('2023-10-25', 'Shipper created a label, ups has not received the package yet. '), ('2023-10-25', 'Collection scan '), ('2023-10-25', 'Origin scan'), ('2023-10-25', 'Departed from facility'), ('2023-10-25', 'Arrived at facility'), ('2023-10-26', 'Departed from facility'), ('2023-10-26', 'Arrived at facility'), ('2023-10-26', 'Processing at ups facility'), ('2023-10-26', 'Customer was not available when ups attempted delivery. will deliver to a nearby ups access point™ for customer coll.'), ('2023-10-26', 'Out for delivery today'), ('2023-10-26', 'Delivered to ups access point™ '), ('2023-10-26', 'Ups access point™ possession '), ('2023-10-28', 'Delivered ')]",Shipped On Time,2023-10-27,On Time
64,34040959,1536447953,2023-10-25,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Shipment is in transit to destination'), ('2023-10-25', 'Shipment has departed from a dhl facility east midlands-united kingdom'), ('2023-10-25', 'Shipment is in transit to destination'), ('2023-10-26', 'Arrived at dhl sort facility  brussels-belgium'), ('2023-10-26', 'Processed at brussels-belgium'), ('2023-10-26', 'Shipment has departed from a dhl facility brussels-belgium'), ('2023-10-26', 'Arrived at dhl delivery facility  brussels-belgium'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivered')]",Shipped On Time,2023-10-27,On Time
65,34043379,1874716454,2023-10-25,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Processed at dublin-ireland, republic of'), ('2023-10-25', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-10-26', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-10-26', 'Processed at leipzig-germany'), ('2023-10-26', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-10-26', 'Arrived at dhl sort facility  cologne-germany'), ('2023-10-26', 'Processed at cologne-germany'), ('2023-10-26', 'Shipment has departed from a dhl facility cologne-germany'), ('2023-10-26', 'Arrived at dhl delivery facility  duesseldorf-germany'), ('2023-10-26', 'Processed at duesseldorf-germany'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivered')]",Shipped On Time,2023-10-27,On Time
66,34043758,7525970443,2023-10-25,2023-10-25,DHL,"[('2023-10-25', 'Shipment picked up'), ('2023-10-25', 'Processed at belfast-united kingdom'), ('2023-10-25', 'Shipment has departed from a dhl facility belfast-united kingdom'), ('2023-10-25', 'Processed at dublin-ireland, republic of'), ('2023-10-25', 'Shipment has departed from a dhl facility dublin-ireland, republic of'), ('2023-10-26', 'Arrived at dhl sort facility  leipzig-germany'), ('2023-10-26', 'Processed at leipzig-germany'), ('2023-10-26', 'Shipment has departed from a dhl facility leipzig-germany'), ('2023-10-26', 'Shipment has departed from a dhl facility vitoria-spain'), ('2023-10-26', 'Shipment is in transit to destination'), ('2023-10-26', 'Arrived at dhl sort facility  lisbon-portugal'), ('2023-10-26', 'Processed at lisbon-portugal'), ('2023-10-26', 'Shipment has departed from a dhl facility lisbon-portugal'), ('2023-10-26', 'Arrived at dhl delivery facility  lisbon-portugal'), ('2023-10-26', 'Shipment is out with courier for delivery'), ('2023-10-26', 'Delivered')]",Shipped On Time,2023-10-27,On Time
